Upregulated
Ensembl_g_id	Ensembl_t_id	Ensembl_p_id	Gene_symbol	Symbol	Description	Fold	PPEE	case control expected_counts	
ENSRNOG00000018018	ENSRNOT00000090765	ENSRNOP00000073871	KCNIP2	Kcnip2	Kv channel-interacting protein 2 [Source:RGD Symbol;Acc:70887]	1.452921083	0.00390867	4136.22	2763.91
ENSRNOG00000046852	ENSRNOT00000075592	ENSRNOP00000063982	B3GAT2	B3gat2	beta-1,3-glucuronyltransferase 2 [Source:RGD Symbol;Acc:620903]	1.521344484	0.004107051	959	612
ENSRNOG00000003348	ENSRNOT00000004475	ENSRNOP00000004475	RASD1	Rasd1	RAS, dexamethasone-induced 1 [Source:RGD Symbol;Acc:619727]	1.503408383	0.004342609	1149	742
ENSRNOG00000011011	ENSRNOT00000014639	ENSRNOP00000014639	NMB	Nmb	neuromedin B [Source:RGD Symbol;Acc:1562710]	2.201591629	0.004670211	127	56
ENSRNOG00000056151	ENSRNOT00000080165	ENSRNOP00000069761	-	-	-	1.462164105	0.004958217	2247	1492
ENSRNOG00000050647	ENSRNOT00000081924	ENSRNOP00000075599	HSPA1B	Hspa1b	heat shock protein 1B [Source:RGD Symbol;Acc:2840]	1.84065906	0.005225383	226.13	119.27
ENSRNOG00000050841	ENSRNOT00000086915	ENSRNOP00000072252	ACHE	Ache	acetylcholinesterase [Source:RGD Symbol;Acc:69313]	1.494989613	0.005242726	1198	778
ENSRNOG00000016050	ENSRNOT00000029284	ENSRNOP00000036885	FGFR1	Fgfr1	Fibroblast growth factor receptor 1 [Source:RGD Symbol;Acc:620713]	1.442238956	0.005505452	5945	4002
ENSRNOG00000008210	ENSRNOT00000010992	ENSRNOP00000010992	KY	Ky	kyphoscoliosis peptidase [Source:RGD Symbol;Acc:1305407]	3.166990672	0.005942609	62	19
ENSRNOG00000032560	ENSRNOT00000051244	ENSRNOP00000041138	LOC100910877	LOC100910877	cytochrome P450 3A1-like [Source:RGD Symbol;Acc:6495986]	5.620244279	0.005966322	34.78	6
ENSRNOG00000007092	ENSRNOT00000077663	-	FGB	Fgb	fibrinogen beta chain [Source:RGD Symbol;Acc:2604]	3.604269733	0.006486609	52	14
ENSRNOG00000045680	ENSRNOT00000074016	ENSRNOP00000066509	CEND1	Cend1	cell cycle exit and neuronal differentiation 1 [Source:RGD Symbol;Acc:1309401]	3.146949273	0.00681815	61.64	19.01
ENSRNOG00000049116	ENSRNOT00000073735	ENSRNOP00000066627	RGD1565904	RGD1565904	similar to polymerase (RNA) II (DNA directed) polypeptide H [Source:RGD Symbol;Acc:1565904]	1524.319064	0.007109934	15.46	0
ENSRNOG00000016541	ENSRNOT00000022144	ENSRNOP00000022144	ENC1	Enc1	ectodermal-neural cortex 1 [Source:RGD Symbol;Acc:1303152]	1.445758957	0.007316453	32405	21761
ENSRNOG00000008169	ENSRNOT00000083373	ENSRNOP00000074180	SLC24A2	Slc24a2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2 [Source:RGD Symbol;Acc:628650]	1.442972218	0.007621207	27154	18270
ENSRNOG00000038004	ENSRNOT00000043974	ENSRNOP00000049549	ZFP804A	Zfp804a	zinc finger protein 804A [Source:RGD Symbol;Acc:1305239]	1.524484902	0.00915384	749	477
ENSRNOG00000005542	ENSRNOT00000007371	ENSRNOP00000007371	APOB	Apob	apolipoprotein B [Source:RGD Symbol;Acc:2129]	3.335940097	0.009375849	55	16
ENSRNOG00000000581	ENSRNOT00000077926	ENSRNOP00000069760	CDC40	Cdc40	cell division cycle 40 [Source:RGD Symbol;Acc:1307063]	1.442421518	0.010136988	2441	1643
ENSRNOG00000047986	ENSRNOT00000041367	ENSRNOP00000043445	SULT2A1	Sult2a1	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 1 [Source:RGD Symbol;Acc:621337]	4.987452396	0.010246114	36	7
ENSRNOG00000034007	ENSRNOT00000052018	ENSRNOP00000045942	NR3C2	Nr3c2	nuclear receptor subfamily 3, group C, member 2 [Source:RGD Symbol;Acc:3094]	1.438066539	0.010294112	2838	1916
ENSRNOG00000002549	ENSRNOT00000003441	ENSRNOP00000003441	HTR5B	Htr5b	5-hydroxytryptamine (serotonin) receptor 5B [Source:RGD Symbol;Acc:62388]	1.546844535	0.010312643	615	386
ENSRNOG00000001742	ENSRNOT00000002376	ENSRNOP00000002376	CLCN2	Clcn2	chloride channel, voltage-sensitive 2 [Source:RGD Symbol;Acc:2361]	1.470587972	0.01239294	1212.36	800.39
ENSRNOG00000011425	ENSRNOT00000059627	ENSRNOP00000056382	PTPN3	Ptpn3	protein tyrosine phosphatase, non-receptor type 3 [Source:RGD Symbol;Acc:1311363]	1.431005935	0.01299385	3054	2072
ENSRNOG00000011133	ENSRNOT00000015437	ENSRNOP00000015437	TRPC4	Trpc4	transient receptor potential cation channel, subfamily C, member 4 [Source:RGD Symbol;Acc:621276]	1.472999434	0.013108401	1147	756
ENSRNOG00000030463	ENSRNOT00000045821	ENSRNOP00000039749	FAIM	Faim	Fas apoptotic inhibitory molecule [Source:RGD Symbol;Acc:620572]	1.829599792	0.015842087	198.2	105.17
ENSRNOG00000020441	ENSRNOT00000078931	ENSRNOP00000072084	WNK4	Wnk4	WNK lysine deficient protein kinase 4 [Source:RGD Symbol;Acc:631401]	1.494114317	0.016779496	829	538.68
ENSRNOG00000007200	ENSRNOT00000009454	ENSRNOP00000009454	IKZF3	Ikzf3	IKAROS family zinc finger 3 [Source:RGD Symbol;Acc:1307024]	3.013774268	0.017357537	59	19
ENSRNOG00000050658	ENSRNOT00000071394	ENSRNOP00000067266	TACR2	Tacr2	tachykinin receptor 2 [Source:RGD Symbol;Acc:3812]	3.013774268	0.017357537	59	19
ENSRNOG00000042246	ENSRNOT00000067992	ENSRNOP00000060159	LOC690918	LOC690918	hypothetical protein LOC690918 [Source:RGD Symbol;Acc:1589861]	1.611122354	0.017857217	385	232
ENSRNOG00000017882	ENSRNOT00000024099	ENSRNOP00000024099	CAMK1D	Camk1d	calcium/calmodulin-dependent protein kinase ID [Source:RGD Symbol;Acc:1560691]	1.415448795	0.018814102	6218	4265
ENSRNOG00000049402	ENSRNOT00000072299	ENSRNOP00000064345	NBL1	Nbl1	neuroblastoma 1, DAN family BMP antagonist [Source:RGD Symbol;Acc:3151]	1.428718715	0.020498277	2175	1478
ENSRNOG00000002878	ENSRNOT00000060535	ENSRNOP00000057275	AFM	Afm	afamin [Source:RGD Symbol;Acc:628614]	6.539751859	0.023742124	27	4
ENSRNOG00000056358	ENSRNOT00000088710	ENSRNOP00000069368	CCDC27	Ccdc27	coiled-coil domain containing 27 [Source:MGI Symbol;Acc:MGI:2685881]	2.565329876	0.024622309	74	28
ENSRNOG00000004863	ENSRNOT00000080416	ENSRNOP00000073709	MPPED2	Mpped2	metallophosphoesterase domain containing 2 [Source:RGD Symbol;Acc:735060]	1.431890362	0.025153574	1730	1173
ENSRNOG00000027593	ENSRNOT00000030926	ENSRNOP00000038094	NDUFV3-PS1	Ndufv3-ps1	NADH dehydrogenase (ubiquinone) flavoprotein 3, pseudogene 1 [Source:RGD Symbol;Acc:1583292]	2.514136028	0.027680853	75.76	29.25
ENSRNOG00000053239	ENSRNOT00000080288	ENSRNOP00000069336	CLMP	Clmp	CXADR-like membrane protein [Source:RGD Symbol;Acc:708569]	1.425992076	0.029311118	1811	1233
ENSRNOG00000028235	ENSRNOT00000031768	ENSRNOP00000030860	AABR07061336.1	AABR07061336.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D3ZT59]	1302.619976	0.030716434	13.21	0
ENSRNOG00000014289	ENSRNOT00000019265	ENSRNOP00000019265	ARPC2	Arpc2	actin related protein 2/3 complex, subunit 2 [Source:RGD Symbol;Acc:1305848]	1.402774907	0.034836734	10075	6973
ENSRNOG00000030154	ENSRNOT00000083686	ENSRNOP00000072485	CYP4A2	Cyp4a2	cytochrome P450, family 4, subfamily a, polypeptide 2 [Source:RGD Symbol;Acc:2479]	1281.928062	0.035139834	13	0
ENSRNOG00000017975	ENSRNOT00000024256	ENSRNOP00000024256	DNAJB13	Dnajb13	DnaJ (Hsp40) homolog, subfamily B, member 13 [Source:RGD Symbol;Acc:1359131]	1.542554358	0.041272976	456	287
ENSRNOG00000011105	ENSRNOT00000071353	ENSRNOP00000066751	ARL15	Arl15	ADP-ribosylation factor-like 15 [Source:RGD Symbol;Acc:1597407]	1.553377482	0.043411712	424	265
ENSRNOG00000005059	ENSRNOT00000006720	ENSRNOP00000006720	MED22	Med22	mediator complex subunit 22 [Source:RGD Symbol;Acc:1564893]	1245.470878	0.044471101	12.63	0
ENSRNOG00000047516	ENSRNOT00000007657	ENSRNOP00000007657	LOC100910771	LOC100910771	mitogen-activated protein kinase kinase kinase 7-like [Source:RGD Symbol;Acc:6496502]	1.429523054	0.044521312	1311.95	891.02
ENSRNOG00000011612	ENSRNOT00000015732	ENSRNOP00000015732	TDO2	Tdo2	tryptophan 2,3-dioxygenase [Source:RGD Symbol;Acc:68370]	16.35357114	0.045283193	17	1
ENSRNOG00000000582	ENSRNOT00000000710	ENSRNOP00000000710	LOC100911156	LOC100911156	D-aspartate oxidase-like [Source:RGD Symbol;Acc:6494712]	1.550187726	0.045965059	425.7	266.61
ENSRNOG00000028041	ENSRNOT00000034957	ENSRNOP00000038327	TNNT1	Tnnt1	troponin T type 1 (skeletal, slow) [Source:RGD Symbol;Acc:621852]	2.628781136	0.046139066	65	24
ENSRNOG00000000536	ENSRNOT00000048845	ENSRNOP00000040424	MDGA1	Mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:RGD Symbol;Acc:1307031]	1.444292041	0.046353217	1022	687
ENSRNOG00000000327	ENSRNOT00000000365	ENSRNOP00000000365	HACE1	Hace1	HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1 [Source:RGD Symbol;Acc:1306114]	1.424588686	0.05174861	1325	903
ENSRNOG00000052445	ENSRNOT00000084282	ENSRNOP00000072042	KDM7A	Kdm7a	lysine (K)-specific demethylase 7A [Source:MGI Symbol;Acc:MGI:2443388]	1.479734698	0.053277717	663	435
ENSRNOG00000058739	ENSRNOT00000088279	ENSRNOP00000074283	SNN	Snn	stannin [Source:RGD Symbol;Acc:3730]	1.390734505	0.056310389	7794	5441
ENSRNOG00000016011	ENSRNOT00000021471	ENSRNOP00000021471	PLEKHG1	Plekhg1	pleckstrin homology domain containing, family G (with RhoGef domain) member 1 [Source:RGD Symbol;Acc:1583676]	1.411398849	0.057299476	1650	1135
ENSRNOG00000009005	ENSRNOT00000012162	ENSRNOP00000012162	SLCO2A1	Slco2a1	solute carrier organic anion transporter family, member 2a1 [Source:RGD Symbol;Acc:3051]	2.256291001	0.058193354	86	37
ENSRNOG00000017072	ENSRNOT00000064875	ENSRNOP00000061785	SLC16A14	Slc16a14	solute carrier family 16, member 14 [Source:RGD Symbol;Acc:1309675]	1.400169037	0.063178179	2120	1470
ENSRNOG00000015851	ENSRNOT00000021243	ENSRNOP00000021243	NAT8B	Nat8b	N-acetyltransferase 8B [Source:RGD Symbol;Acc:621605]	1181.424475	0.066841267	11.98	0
ENSRNOG00000030622	ENSRNOT00000048498	ENSRNOP00000050076	ENOX2	Enox2	ecto-NOX disulfide-thiol exchanger 2 [Source:RGD Symbol;Acc:1563643]	1.79392088	0.067512063	170	92
ENSRNOG00000057703	ENSRNOT00000078179	ENSRNOP00000074795	CABP7	Cabp7	calcium binding protein 7 [Source:RGD Symbol;Acc:1359269]	1.387482906	0.070114957	11112.3	7775.69
ENSRNOG00000046658	ENSRNOT00000074323	ENSRNOP00000067041	OMD	Omd	osteomodulin [Source:RGD Symbol;Acc:621818]	1168.615195	0.072428963	11.85	0
ENSRNOG00000059539	ENSRNOT00000087508	ENSRNOP00000073828	TAGLN3	Tagln3	transgelin 3 [Source:EntrezGene;Acc:63837]	1.385408134	0.07495409	3774.84	2645.35
ENSRNOG00000018899	ENSRNOT00000025534	ENSRNOP00000025534	HC	Hc	hemolytic complement [Source:MGI Symbol;Acc:MGI:96031]	15.39217031	0.079612244	16	1
ENSRNOG00000055867	ENSRNOT00000048694	-	AC105577.1	AC105577.1	-	1.545843858	0.080276094	380.53	238.99
ENSRNOG00000006946	ENSRNOT00000035382	ENSRNOP00000036104	ARHGAP9	Arhgap9	Rho GTPase activating protein 9 [Source:RGD Symbol;Acc:1305342]	2.238064591	0.082331876	83	36
ENSRNOG00000031287	ENSRNOT00000048043	ENSRNOP00000042602	CACNA2D3	Cacna2d3	calcium channel, voltage-dependent, alpha2/delta subunit 3 [Source:RGD Symbol;Acc:631361]	1.381387202	0.084821322	4213	2961
ENSRNOG00000017854	ENSRNOT00000024156	ENSRNOP00000024156	UCP2	Ucp2	uncoupling protein 2 (mitochondrial, proton carrier) [Source:RGD Symbol;Acc:3932]	1.383890458	0.088647363	2962	2078
ENSRNOG00000019350	ENSRNOT00000026173	ENSRNOP00000026173	LYZL4	Lyzl4	lysozyme-like 4 [Source:RGD Symbol;Acc:1308401]	1.885338607	0.088722651	134	69
ENSRNOG00000004062	ENSRNOT00000005461	ENSRNOP00000005461	C4BPA	C4bpa	complement component 4 binding protein, alpha [Source:RGD Symbol;Acc:2235]	2.574251713	0.090867784	61	23
ENSRNOG00000000542	ENSRNOT00000071939	ENSRNOP00000065831	DNAH8	Dnah8	dynein, axonemal, heavy chain 8 [Source:RGD Symbol;Acc:619986]	1.976249864	0.092004281	114	56
ENSRNOG00000003442	ENSRNOT00000078993	ENSRNOP00000073958	ADORA1	Adora1	adenosine A1 receptor [Source:RGD Symbol;Acc:2048]	1.378836352	0.092388003	4485	3158
ENSRNOG00000010111	ENSRNOT00000013460	ENSRNOP00000013460	EXOC3L4	Exoc3l4	exocyst complex component 3-like 4 [Source:RGD Symbol;Acc:1307749]	1.958323972	0.093345787	117	58
ENSRNOG00000047450	ENSRNOT00000072450	ENSRNOP00000064297	LMO3	Lmo3	LIM domain only 3 [Source:RGD Symbol;Acc:1561357]	1.381643973	0.095519189	3007	2113
ENSRNOG00000024970	ENSRNOT00000033372	ENSRNOP00000074277	AABR07032261.1	AABR07032261.1	-	1.698969754	0.095854274	203	116
ENSRNOG00000015354	ENSRNOT00000068633	ENSRNOP00000059651	AOX1	Aox1	aldehyde oxidase 1 [Source:RGD Symbol;Acc:620528]	1.508364433	0.096946663	449	289
ENSRNOG00000045816	ENSRNOT00000071615	ENSRNOP00000064722	GRIA1	Gria1	glutamate receptor, ionotropic, AMPA 1 [Source:RGD Symbol;Acc:621531]	1.377749601	0.097105575	8076	5691
ENSRNOG00000012799	ENSRNOT00000017626	ENSRNOP00000017626	PRKAA1	Prkaa1	protein kinase, AMP-activated, alpha 1 catalytic subunit [Source:RGD Symbol;Acc:3387]	1.39479651	0.099170276	1678	1168
ENSRNOG00000013304	ENSRNOT00000017911	ENSRNOP00000017911	ARG1	Arg1	arginase 1 [Source:RGD Symbol;Acc:2150]	1.648344067	0.099354894	236	139
ENSRNOG00000058500	ENSRNOT00000084881	ENSRNOP00000069409	AABR07024419.1	AABR07024419.1	Protein LOC100912098  [Source:UniProtKB/TrEMBL;Acc:A0A096MIU6]	2.840903281	0.101039866	50.67	17.31
ENSRNOG00000024730	ENSRNOT00000003859	ENSRNOP00000003859	PPM1E	Ppm1e	protein phosphatase, Mg2+/Mn2+ dependent, 1E [Source:RGD Symbol;Acc:735028]	1.375907382	0.101242531	5690	4015
ENSRNOG00000049025	ENSRNOT00000073270	ENSRNOP00000067572	RPS6	Rps6	ribosomal protein S6 [Source:RGD Symbol;Acc:3602]	1.390689496	0.103585644	1821.07	1271.33
ENSRNOG00000045756	ENSRNOT00000031205	ENSRNOP00000030966	NRXN3	Nrxn3	neurexin III [Source:MGI Symbol;Acc:MGI:1096389]	1.910783735	0.105383937	124	63
ENSRNOG00000050877	ENSRNOT00000074157	ENSRNOP00000064372	LOC100912538	LOC100912538	centrin-3-like [Source:RGD Symbol;Acc:6486167]	1103.583462	0.107977158	11.19	0
ENSRNOG00000020455	ENSRNOT00000027727	ENSRNOP00000027727	CST6	Cst6	cystatin E/M [Source:RGD Symbol;Acc:628799]	1.431386927	0.109741405	833	565
ENSRNOG00000013306	ENSRNOT00000017765	ENSRNOP00000017765	PCDH20	Pcdh20	protocadherin 20 [Source:RGD Symbol;Acc:1306297]	1.378609676	0.110160689	2830	1993
ENSRNOG00000004677	ENSRNOT00000080382	ENSRNOP00000074730	ZEB2	Zeb2	zinc finger E-box binding homeobox 2 [Source:RGD Symbol;Acc:1307272]	1.374742409	0.110537661	8486	5993
ENSRNOG00000019163	ENSRNOT00000077739	ENSRNOP00000069764	SYT6	Syt6	synaptotagmin VI [Source:RGD Symbol;Acc:62012]	1.516037202	0.117011419	406	260
ENSRNOG00000027277	ENSRNOT00000027009	ENSRNOP00000027009	PCDHGA8	Pcdhga8	protocadherin gamma subfamily A, 8 [Source:RGD Symbol;Acc:1310676]	1.626254534	0.120484192	244.06	145.7
ENSRNOG00000002597	ENSRNOT00000003498	ENSRNOP00000003498	LOC100362350	LOC100362350	hydroxysteroid 17-beta dehydrogenase 6-like [Source:RGD Symbol;Acc:2318336]	1084.862206	0.120757442	11	0
ENSRNOG00000006110	ENSRNOT00000085564	ENSRNOP00000075672	JPH1	Jph1	junctophilin 1 [Source:RGD Symbol;Acc:1308789]	1.407003273	0.123450888	1113	768
ENSRNOG00000016257	ENSRNOT00000021954	ENSRNOP00000021954	COTL1	Cotl1	coactosin-like F-actin binding protein 1 [Source:RGD Symbol;Acc:1305498]	1.371852355	0.126453048	3606	2552
ENSRNOG00000003338	ENSRNOT00000041606	ENSRNOP00000051201	PMP22	Pmp22	peripheral myelin protein 22 [Source:RGD Symbol;Acc:3359]	1.410072935	0.12791471	1037	714
ENSRNOG00000019489	ENSRNOT00000026367	ENSRNOP00000026367	ARMT1	Armt1	acidic residue methyltransferase 1 [Source:RGD Symbol;Acc:1305235]	1.464086211	0.129389358	564	374
ENSRNOG00000031855	ENSRNOT00000041876	ENSRNOP00000041576	ACTR3B	Actr3b	ARP3 actin-related protein 3 homolog B (yeast) [Source:RGD Symbol;Acc:1565759]	1.403875971	0.130303173	1138	787
ENSRNOG00000050497	ENSRNOT00000060181	ENSRNOP00000056926	AC119011.1	AC119011.1	zinc finger protein 7  [Source:RefSeq peptide;Acc:NP_001136229]	2.355732881	0.132153331	68.22	28.11
ENSRNOG00000005811	ENSRNOT00000007637	-	AABR07063544.1	AABR07063544.1	-	1.406174407	0.134559453	1073.34	741.07
ENSRNOG00000020229	ENSRNOT00000081977	ENSRNOP00000068709	HOMER3	Homer3	homer scaffolding protein 3 [Source:RGD Symbol;Acc:620706]	1.388645641	0.135229388	1529	1069
ENSRNOG00000042376	ENSRNOT00000065447	-	AABR07031734.2	AABR07031734.2	-	1.442168929	0.144966762	658.23	443.12
ENSRNOG00000006807	ENSRNOT00000009111	ENSRNOP00000009111	ALDOB	Aldob	aldolase B, fructose-bisphosphate [Source:RGD Symbol;Acc:2090]	2.24476235	0.151882483	74	32
ENSRNOG00000055858	ENSRNOT00000081620	ENSRNOP00000069389	MYB	Myb	myeloblastosis oncogene [Source:MGI Symbol;Acc:MGI:97249]	2.62056083	0.152818286	54	20
ENSRNOG00000016550	ENSRNOT00000079954	ENSRNOP00000075203	DCLK2	Dclk2	doublecortin-like kinase 2 [Source:RGD Symbol;Acc:1308384]	1.366751051	0.153337965	3449	2450
ENSRNOG00000003491	ENSRNOT00000004699	ENSRNOP00000004699	PRKCA	Prkca	protein kinase C, alpha [Source:RGD Symbol;Acc:3395]	1.363714498	0.161570812	6679	4755
ENSRNOG00000016622	ENSRNOT00000022525	ENSRNOP00000022525	LOC100910438	LOC100910438	ankyrin repeat family A protein 2-like [Source:RGD Symbol;Acc:6498684]	1.492790973	0.170833125	416.78	271.06
ENSRNOG00000047280	ENSRNOT00000078514	ENSRNOP00000070873	CTTN	Cttn	cortactin [Source:RGD Symbol;Acc:619839]	1.444629347	0.171059129	600.98	403.89
ENSRNOG00000014837	ENSRNOT00000056272	ENSRNOP00000053111	EMILIN2	Emilin2	elastin microfibril interfacer 2 [Source:RGD Symbol;Acc:1305343]	1.981177772	0.175074649	100	49
ENSRNOG00000009946	ENSRNOT00000013496	ENSRNOP00000013496	LDLR	Ldlr	low density lipoprotein receptor [Source:RGD Symbol;Acc:2998]	1.384352615	0.176256892	1366	958
ENSRNOG00000052310	ENSRNOT00000089134	ENSRNOP00000069332	PKD1L3	Pkd1l3	polycystic kidney disease 1 like 3 [Source:MGI Symbol;Acc:MGI:2664670]	2.542041146	0.18511772	55	21
ENSRNOG00000024543	ENSRNOT00000035047	ENSRNOP00000036588	RGD1561777	RGD1561777	similar to Na+ dependent glucose transporter 1 [Source:RGD Symbol;Acc:1561777]	1.56690648	0.188798968	274.71	170.21
ENSRNOG00000003206	ENSRNOT00000004520	ENSRNOP00000004520	ACTR3	Actr3	ARP3 actin-related protein 3 homolog (yeast) [Source:RGD Symbol;Acc:71024]	1.359222614	0.191407257	7210	5150
ENSRNOG00000008620	ENSRNOT00000039730	ENSRNOP00000037346	SMAD3	Smad3	SMAD family member 3 [Source:RGD Symbol;Acc:3032]	1.363397177	0.191416666	2612	1860
ENSRNOG00000022929	ENSRNOT00000036633	ENSRNOP00000036677	MTMR12	Mtmr12	myotubularin related protein 12 [Source:RGD Symbol;Acc:1307902]	1.383732871	0.193051073	1287	903
ENSRNOG00000026493	ENSRNOT00000036299	ENSRNOP00000030751	CDNF	Cdnf	cerebral dopamine neurotrophic factor [Source:RGD Symbol;Acc:1307600]	3.258347773	0.196898386	36.94	11
ENSRNOG00000004737	ENSRNOT00000006306	ENSRNOP00000006306	CD48	Cd48	Cd48 molecule [Source:RGD Symbol;Acc:620620]	1.429942531	0.197619258	651	442
ENSRNOG00000029614	ENSRNOT00000042384	ENSRNOP00000044134	ROBO1	Robo1	roundabout, axon guidance receptor, homolog 1 (Drosophila) [Source:RGD Symbol;Acc:61941]	1.370416909	0.199505436	1787	1266
ENSRNOG00000011292	ENSRNOT00000089292	ENSRNOP00000075459	COL1A2	Col1a2	collagen, type I, alpha 2 [Source:RGD Symbol;Acc:621351]	1.582503985	0.207553699	250.55	153.71
ENSRNOG00000017597	ENSRNOT00000023685	ENSRNOP00000023685	FBP1	Fbp1	fructose-1,6-bisphosphatase 1 [Source:RGD Symbol;Acc:2595]	986.3292782	0.210836804	10	0
ENSRNOG00000025394	ENSRNOT00000038983	ENSRNOP00000033136	TANC1	Tanc1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:RGD Symbol;Acc:1302949]	1.355092056	0.217724098	6627	4748
ENSRNOG00000049442	ENSRNOT00000025380	-	RPS28	Rps28	ribosomal protein S28 [Source:RGD Symbol;Acc:621046]	976.4759854	0.222131616	9.9	0
ENSRNOG00000043085	ENSRNOT00000066731	ENSRNOP00000060748	CLSTN2	Clstn2	calsyntenin 2 [Source:RGD Symbol;Acc:621151]	1.354823689	0.222215658	3758	2693
ENSRNOG00000007637	ENSRNOT00000010056	ENSRNOP00000010056	ACER2	Acer2	alkaline ceramidase 2 [Source:RGD Symbol;Acc:1304629]	1.453318838	0.237079847	488	326
ENSRNOG00000036661	ENSRNOT00000054917	ENSRNOP00000051800	RAB40B	Rab40b	Rab40b, member RAS oncogene family [Source:RGD Symbol;Acc:1305663]	1.362410959	0.240630065	1879	1339
ENSRNOG00000055909	ENSRNOT00000080658	ENSRNOP00000069659	APOA4	Apoa4	apolipoprotein A-IV [Source:RGD Symbol;Acc:2132]	6.774482411	0.252103726	18.41	2.63
ENSRNOG00000012088	ENSRNOT00000072844	ENSRNOP00000067202	LOC100364265	LOC100364265	ribosomal protein L19-like [Source:RGD Symbol;Acc:2321393]	2.162931887	0.257153496	72.26	32.43
ENSRNOG00000003566	ENSRNOT00000004756	ENSRNOP00000004756	APOH	Apoh	apolipoprotein H (beta-2-glycoprotein I) [Source:RGD Symbol;Acc:1310625]	2.405476402	0.257425812	57	23
ENSRNOG00000015781	ENSRNOT00000021335	ENSRNOP00000021335	NDST3	Ndst3	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3 [Source:RGD Symbol;Acc:1310960]	1.463037017	0.263747176	434	288
ENSRNOG00000016872	ENSRNOT00000022625	ENSRNOP00000022625	LPPR4	Lppr4	lipid phosphate phosphatase-related protein type 4 [Source:RGD Symbol;Acc:727806]	1.354451726	0.266277487	13683	9808
ENSRNOG00000046309	ENSRNOT00000073530	ENSRNOP00000066936	GPR68	Gpr68	G protein-coupled receptor 68 [Source:RGD Symbol;Acc:1309559]	1.50559521	0.267197527	331	213.44
ENSRNOG00000034102	ENSRNOT00000042204	ENSRNOP00000051194	PLK5	Plk5	polo-like kinase 5 [Source:RGD Symbol;Acc:1305038]	1.41031341	0.268159389	690	475
ENSRNOG00000006675	ENSRNOT00000008840	ENSRNOP00000008841	FABP1	Fabp1	fatty acid binding protein 1, liver [Source:RGD Symbol;Acc:2590]	3.879442005	0.276553347	28	7
ENSRNOG00000017223	ENSRNOT00000080352	ENSRNOP00000073928	PLG	Plg	plasminogen [Source:RGD Symbol;Acc:619893]	2.782000949	0.279604043	43	15
ENSRNOG00000002917	ENSRNOT00000061253	ENSRNOP00000057965	SEC14L5	Sec14l5	SEC14-like 5 (S. cerevisiae) [Source:RGD Symbol;Acc:1564638]	1.546389482	0.279619398	266	167
ENSRNOG00000014971	ENSRNOT00000020100	ENSRNOP00000020100	MAS1	Mas1	MAS1 proto-oncogene, G protein-coupled receptor [Source:RGD Symbol;Acc:3049]	1.365784943	0.285949627	1373	976
ENSRNOG00000006931	ENSRNOT00000009342	ENSRNOP00000009342	EEPD1	Eepd1	endonuclease/exonuclease/phosphatase family domain containing 1 [Source:RGD Symbol;Acc:1307401]	1.43202701	0.291206557	531	360
ENSRNOG00000060410	ENSRNOT00000081850	ENSRNOP00000073940	PCDH1	Pcdh1	protocadherin 1 [Source:MGI Symbol;Acc:MGI:104692]	1.347636889	0.292672575	9096	6553
ENSRNOG00000004419	ENSRNOT00000006006	ENSRNOP00000006006	LOC100910318	LOC100910318	trafficking protein particle complex subunit 2-like [Source:RGD Symbol;Acc:6499350]	2.620999255	0.292932932	46.99	17.4
ENSRNOG00000046920	ENSRNOT00000075184	ENSRNOP00000064732	LOC100912429	LOC100912429	smad nuclear interacting protein 1-like [Source:RGD Symbol;Acc:6486919]	1.473142103	0.296039949	386	254.39
ENSRNOG00000006255	ENSRNOT00000008544	ENSRNOP00000008544	NIPAL4	Nipal4	NIPA-like domain containing 4 [Source:RGD Symbol;Acc:1309452]	1.506503704	0.300759766	315	203
